"","membership","term","cat","tf_idf","cluster","sum_tfinf","norm_tfidf","memb"
"73","4_terms_2010.csv","обязанность",2010,0.00275346498414834,"2010_4",0.368059000529928,0.00748104238772566,"товарищеский матч_2010_4"
"74","5_terms_2010.csv","инвестор",2010,0.000621656664179323,"2010_5",0.368059000529928,0.00168901361815434,"миллион тонна_2010_5"
"75","5_terms_2010.csv","четвертый место",2010,0.000958749644711373,"2010_5",0.368059000529928,0.0026048803135665,"миллион тонна_2010_5"
"76","5_terms_2010.csv","конец",2010,0.00061420928410392,"2010_5",0.368059000529928,0.00166877941639679,"миллион тонна_2010_5"
"77","1_terms_2010.csv","сериал",2010,0.000500321863933206,"2010_1",0.368059000529928,0.00135935234082809,"персональный компьютер_2010_1"
"78","1_terms_2010.csv","награда",2010,0.000839922550287877,"2010_1",0.368059000529928,0.00228203236187286,"персональный компьютер_2010_1"
"79","4_terms_2010.csv","испания",2010,0.00312745782685251,"2010_4",0.368059000529928,0.00849716437405314,"товарищеский матч_2010_4"
"80","3_terms_2010.csv","мобильный устройство",2010,0.00125976227657422,"2010_3",0.368059000529928,0.00342271829994764,"новый работа_2010_3"
"81","3_terms_2010.csv","авторский право",2010,0.000610852763845729,"2010_3",0.368059000529928,0.0016596598995439,"новый работа_2010_3"
"82","3_terms_2010.csv","корпорация",2010,0.000586461043845449,"2010_3",0.368059000529928,0.0015933886768183,"новый работа_2010_3"
"83","2_terms_2010.csv","итар тасс",2010,0.000958749644711373,"2010_2",0.368059000529928,0.0026048803135665,"класс_2010_2"
"84","5_terms_2010.csv","нефть",2010,0.00111960744734131,"2010_5",0.368059000529928,0.00304192383756221,"миллион тонна_2010_5"
"85","1_terms_2010.csv","шоу",2010,0.000828875552239098,"2010_1",0.368059000529928,0.00225201815753912,"персональный компьютер_2010_1"
"86","5_terms_2010.csv","коммерсант",2010,0.000610852763845729,"2010_5",0.368059000529928,0.0016596598995439,"миллион тонна_2010_5"
"87","3_terms_2010.csv","минимум",2010,0.000621656664179323,"2010_3",0.368059000529928,0.00168901361815434,"новый работа_2010_3"
"88","2_terms_2010.csv","срок",2010,0.000533146403495863,"2010_2",0.368059000529928,0.00144853516074391,"класс_2010_2"
"89","5_terms_2010.csv","официальный пресс",2010,0.00287945663216965,"2010_5",0.368059000529928,0.00782335611416603,"миллион тонна_2010_5"
"90","1_terms_2010.csv","релиз",2010,0.00114534893221074,"2010_1",0.368059000529928,0.00311186231164481,"персональный компьютер_2010_1"
"91","5_terms_2010.csv","интерес",2010,0.00072526610820921,"2010_5",0.368059000529928,0.00197051588784673,"миллион тонна_2010_5"
"92","5_terms_2010.csv","представитель компания",2010,0.000621656664179323,"2010_5",0.368059000529928,0.00168901361815434,"миллион тонна_2010_5"
"93","1_terms_2010.csv","картина",2010,0.000456719724077274,"2010_1",0.368059000529928,0.00124088725834633,"персональный компьютер_2010_1"
"94","4_terms_2010.csv","лето",2010,0.000466967073004325,"2010_4",0.368059000529928,0.00126872885143955,"товарищеский матч_2010_4"
"95","4_terms_2010.csv","команда",2010,0.000535464504090597,"2010_4",0.368059000529928,0.00145483333737156,"товарищеский матч_2010_4"
"96","4_terms_2010.csv","очко",2010,0.00227940776865752,"2010_4",0.368059000529928,0.00619304993323257,"товарищеский матч_2010_4"
"97","4_terms_2010.csv","очки",2010,0.000693090324544622,"2010_4",0.368059000529928,0.00188309570896708,"товарищеский матч_2010_4"
"98","2_terms_2010.csv","класс",2010,0.00312745782685251,"2010_2",0.368059000529928,0.00849716437405314,"класс_2010_2"
"99","1_terms_2010.csv","игра",2010,0.00130716334822116,"2010_1",0.368059000529928,0.00355150491181881,"персональный компьютер_2010_1"
"100","2_terms_2010.csv","индия",2010,0.000639775684195036,"2010_2",0.368059000529928,0.00173824219289269,"класс_2010_2"
"101","5_terms_2010.csv","банковский карта",2010,0.00125976227657422,"2010_5",0.368059000529928,0.00342271829994764,"миллион тонна_2010_5"
"102","4_terms_2010.csv","мвд",2010,0.000621656664179323,"2010_4",0.368059000529928,0.00168901361815434,"товарищеский матч_2010_4"
"103","4_terms_2010.csv","чемпионат мир",2010,0.00040947285606928,"2010_4",0.368059000529928,0.00111251961093119,"товарищеский матч_2010_4"
"104","4_terms_2010.csv","футбол",2010,0.000959663526292554,"2010_4",0.368059000529928,0.00260736328933904,"товарищеский матч_2010_4"
"105","5_terms_2010.csv","респондент",2010,0.00168401575292058,"2010_5",0.368059000529928,0.00457539620141323,"миллион тонна_2010_5"
"106","5_terms_2010.csv","премьера",2010,0.00125976227657422,"2010_5",0.368059000529928,0.00342271829994764,"миллион тонна_2010_5"
"107","3_terms_2010.csv","приз",2010,0.00275346498414834,"2010_3",0.368059000529928,0.00748104238772566,"новый работа_2010_3"
"108","3_terms_2010.csv","фестиваль",2010,0.000763565954807161,"2010_3",0.368059000529928,0.00207457487442987,"новый работа_2010_3"
"109","5_terms_2010.csv","водка",2010,0.00144344207393193,"2010_5",0.368059000529928,0.00392176817263991,"миллион тонна_2010_5"
"110","5_terms_2010.csv","больший часть",2010,0.00072526610820921,"2010_5",0.368059000529928,0.00197051588784673,"миллион тонна_2010_5"
"111","4_terms_2010.csv","мяч",2010,0.000992635741249309,"2010_4",0.368059000529928,0.00269694733675884,"товарищеский матч_2010_4"
"112","4_terms_2010.csv","гол",2010,0.00124331332835865,"2010_4",0.368059000529928,0.00337802723630867,"товарищеский матч_2010_4"
"113","5_terms_2010.csv","экономический преступление",2010,0.00206509873811125,"2010_5",0.368059000529928,0.00561078179079425,"миллион тонна_2010_5"
"114","3_terms_2010.csv","диск",2010,0.00168401575292058,"2010_3",0.368059000529928,0.00457539620141323,"новый работа_2010_3"
